opportunity_id,sales_agent,manager,account,product,product_series,industry,sales_region,office_location,deal_stage,is_won,engage_date,close_date,estimated_amount,revenue,employees,account_age_at_engage,is_subsidiary,log_company_revenue,log_employee_count,engage_month,engage_quarter,engage_year
0WC2J3UP,Anna Snelling,Dustin Brinkmann,Funholding,GTX Basic,GTX,Finance,Central,United States,Lost,0,2017-06-19,2017-08-28,550,2819.5,7227.0,26.0,1,7.944669453180031,8.885717651712119,Jun,Q2,2017
VWSFZUNS,Anna Snelling,Dustin Brinkmann,Hottechi,GTX Plus Pro,GTX,Technology,Central,Korea,Won,1,2017-06-19,2017-08-24,5482,8170.38,16499.0,20.0,0,9.008393084238966,9.711115659888671,Jun,Q2,2017
F3UB81V7,Boris Faz,Rocco Neubert,Bioplex,MG Special,MG,Medical,East,United States,Won,1,2017-06-19,2017-08-23,55,326.82,1016.0,26.0,0,5.792464677261214,6.92461239604856,Jun,Q2,2017
SEX08VFB,Cassey Cress,Rocco Neubert,Opentech,MG Advanced,MG,Finance,East,United States,Lost,0,2017-06-19,2017-06-30,3393,355.23,853.0,23.0,0,5.875576589656054,6.74993119378857,Jun,Q2,2017
FLANUQCV,Corliss Cosme,Cara Losch,Initech,GTX Plus Basic,GTX,Telecommunications,East,United States,Won,1,2017-06-19,2017-09-21,1096,6395.05,20275.0,23.0,0,8.763435891309156,9.91719319959224,Jun,Q2,2017
8MKXIQQK,Daniell Hammack,Rocco Neubert,Zencorporation,GTX Pro,GTX,Technology,East,China,Won,1,2017-06-19,2017-06-21,4821,40.79,142.0,6.0,0,3.732657076459824,4.962844630259907,Jun,Q2,2017
NDMY5PPT,Darcel Schlecht,Melvin Marxen,Conecom,GTX Pro,GTX,Technology,Central,United States,Lost,0,2017-06-19,2017-08-27,4821,1520.66,1806.0,12.0,0,7.3275571231903545,7.499423290592229,Jun,Q2,2017
E4H6CBPJ,Darcel Schlecht,Melvin Marxen,Funholding,GTX Pro,GTX,Finance,Central,United States,Won,1,2017-06-19,2017-09-26,4821,2819.5,7227.0,26.0,1,7.944669453180031,8.885717651712119,Jun,Q2,2017
1FAMR9UR,Darcel Schlecht,Melvin Marxen,Funholding,GTX Pro,GTX,Finance,Central,United States,Won,1,2017-06-19,2017-06-25,4821,2819.5,7227.0,26.0,1,7.944669453180031,8.885717651712119,Jun,Q2,2017
SYJKN818,Darcel Schlecht,Melvin Marxen,Hottechi,GTX Pro,GTX,Technology,Central,Korea,Won,1,2017-06-19,2017-08-22,4821,8170.38,16499.0,20.0,0,9.008393084238966,9.711115659888671,Jun,Q2,2017
VMTPCY5G,Hayden Neloms,Celia Rouche,Condax,MG Special,MG,Medical,West,United States,Won,1,2017-06-19,2017-06-25,55,4.54,9.0,0.0,0,1.7119945007591924,2.302585092994046,Jun,Q2,2017
CV0BDYMP,Hayden Neloms,Celia Rouche,Fasehatice,MG Special,MG,Retail,West,United States,Won,1,2017-06-19,2017-09-29,55,4968.91,7523.0,27.0,0,8.511157010274799,8.925853190420922,Jun,Q2,2017
7DI7A7G7,James Ascencio,Summer Sewald,Sunnamplex,GTX Basic,GTX,Marketing,West,Poland,Won,1,2017-06-19,2017-08-19,550,894.37,1593.0,9.0,0,6.797237040666615,7.374001859350161,Jun,Q2,2017
WE7YS7HD,Kami Bicknell,Summer Sewald,Y-corporation,GTX Basic,GTX,Employment,West,United States,Lost,0,2017-06-19,2017-08-25,550,2871.35,9561.0,34.0,0,7.962885789038285,9.165552189186048,Jun,Q2,2017
4DLOXD13,Kami Bicknell,Summer Sewald,Y-corporation,GTX Plus Basic,GTX,Employment,West,United States,Won,1,2017-06-19,2017-08-07,1096,2871.35,9561.0,34.0,0,7.962885789038285,9.165552189186048,Jun,Q2,2017
XN63KZRZ,Kami Bicknell,Summer Sewald,Plexzap,GTX Plus Pro,GTX,Retail,West,United States,Won,1,2017-06-19,2017-09-29,5482,2437.85,4874.0,16.0,0,7.799281895709674,8.491875383431948,Jun,Q2,2017
WSG25BZ9,Kary Hendrixson,Summer Sewald,Blackzim,GTX Pro,GTX,Retail,West,United States,Won,1,2017-06-19,2017-09-22,4821,497.11,1588.0,8.0,0,6.210820936167614,7.370860166536716,Jun,Q2,2017
6GL2LRUH,Kary Hendrixson,Summer Sewald,Finjob,MG Special,MG,Employment,West,United States,Won,1,2017-06-19,2017-06-24,55,2059.9,3644.0,29.0,0,7.630898059577463,8.201111644442758,Jun,Q2,2017
K0G1IB3Q,Markita Hansen,Celia Rouche,Doncon,MG Special,MG,Technology,West,United States,Won,1,2017-06-19,2017-06-27,55,587.72,1501.0,7.0,0,6.377950688618344,7.31455283232408,Jun,Q2,2017
UYJDOT4Q,Maureen Marcano,Summer Sewald,Sonron,GTX Plus Pro,GTX,Telecommunications,West,United States,Won,1,2017-06-19,2017-09-12,5482,1699.85,5108.0,18.0,0,7.438883405085958,8.538758969330798,Jun,Q2,2017
VOSSIXSY,Maureen Marcano,Summer Sewald,Condax,MG Special,MG,Medical,West,United States,Won,1,2017-06-19,2017-09-03,55,4.54,9.0,0.0,0,1.7119945007591924,2.302585092994046,Jun,Q2,2017
ILUMUKG8,Maureen Marcano,Summer Sewald,Plexzap,MG Advanced,MG,Retail,West,United States,Won,1,2017-06-19,2017-08-15,3393,2437.85,4874.0,16.0,0,7.799281895709674,8.491875383431948,Jun,Q2,2017
DYUWF61W,Moses Frase,Dustin Brinkmann,Warephase,GTX Plus Pro,GTX,Services,Central,United States,Lost,0,2017-06-19,2017-06-28,5482,2041.73,5276.0,20.0,0,7.622042427493597,8.571113033405668,Jun,Q2,2017
NUNQGOUW,Moses Frase,Dustin Brinkmann,Statholdings,MG Special,MG,Employment,Central,United States,Won,1,2017-06-19,2017-09-04,55,291.27,586.0,20.0,0,5.677678032570093,6.375024819828097,Jun,Q2,2017
CKT1GTY2,Reed Clapper,Rocco Neubert,Condax,MG Special,MG,Medical,East,United States,Lost,0,2017-06-19,2017-07-02,55,4.54,9.0,0.0,0,1.7119945007591924,2.302585092994046,Jun,Q2,2017
FUHP1IXR,Rosalina Dieter,Celia Rouche,Scotfind,MG Advanced,MG,Software,West,United States,Won,1,2017-06-19,2017-08-05,3393,6354.87,16780.0,21.0,1,8.757134074332273,9.728002573001161,Jun,Q2,2017
TJEEFJG8,Rosie Papadopoulos,Cara Losch,Condax,GTX Pro,GTX,Medical,East,United States,Won,1,2017-06-19,2017-09-21,4821,4.54,9.0,0.0,0,1.7119945007591924,2.302585092994046,Jun,Q2,2017
ABRQIWS9,Versie Hillebrand,Dustin Brinkmann,Statholdings,GTX Basic,GTX,Employment,Central,United States,Won,1,2017-06-19,2017-08-24,550,291.27,586.0,20.0,0,5.677678032570093,6.375024819828097,Jun,Q2,2017
B3K4Z5L0,Violet Mclelland,Cara Losch,Umbrella Corporation,GTX Basic,GTX,Finance,East,United States,Lost,0,2017-06-19,2017-06-24,550,2022.14,5113.0,19.0,0,7.6124060389254975,8.539737155851132,Jun,Q2,2017
IVCON5CU,Zane Levy,Summer Sewald,Konex,GTX Plus Basic,GTX,Technology,West,United States,Won,1,2017-06-19,2017-09-20,1096,7708.38,13756.0,37.0,0,8.950193048278516,9.529303064460995,Jun,Q2,2017
RQXFD7FW,Zane Levy,Summer Sewald,Sonron,GTX Pro,GTX,Telecommunications,West,United States,Won,1,2017-06-19,2017-09-08,4821,1699.85,5108.0,18.0,0,7.438883405085958,8.538758969330798,Jun,Q2,2017
LUP7FYS5,Boris Faz,Rocco Neubert,Xx-zobam,GTX Plus Pro,GTX,Entertainment,East,United States,Lost,0,2017-06-20,2017-07-02,5482,3838.39,8274.0,28.0,0,8.253068778796447,9.020994200245264,Jun,Q2,2017
REVQ7DSW,Cassey Cress,Rocco Neubert,Konex,GTX Pro,GTX,Technology,East,United States,Lost,0,2017-06-20,2017-08-08,4821,7708.38,13756.0,37.0,0,8.950193048278516,9.529303064460995,Jun,Q2,2017
YSNODM63,Cecily Lampkin,Dustin Brinkmann,Streethex,GTX Plus Pro,GTX,Retail,Central,Belgium,Lost,0,2017-06-20,2017-06-27,5482,1376.8,1165.0,29.0,0,7.228243303159095,7.061334366910438,Jun,Q2,2017
PN3T4FUG,Corliss Cosme,Cara Losch,Xx-zobam,GTX Basic,GTX,Entertainment,East,United States,Lost,0,2017-06-20,2017-09-21,550,3838.39,8274.0,28.0,0,8.253068778796447,9.020994200245264,Jun,Q2,2017
AQ3HBL9S,Daniell Hammack,Rocco Neubert,Iselectrics,GTX Pro,GTX,Technology,East,United States,Lost,0,2017-06-20,2017-06-25,4821,527.11,1428.0,6.0,1,6.26930459534122,7.264730177929867,Jun,Q2,2017
VE4LZ8F5,Daniell Hammack,Rocco Neubert,Kan-code,MG Special,MG,Software,East,United States,Won,1,2017-06-20,2017-08-25,55,11698.03,34288.0,35.0,0,9.367261211366051,10.442579882010428,Jun,Q2,2017
Q5R1PYJS,Darcel Schlecht,Melvin Marxen,Bioholding,GTX Pro,GTX,Medical,Central,Philipines,Lost,0,2017-06-20,2017-09-11,4821,587.34,1356.0,5.0,0,6.377305012079846,7.213031659834869,Jun,Q2,2017
5AOWZ6AG,Donn Cantrell,Rocco Neubert,Silis,MG Advanced,MG,Medical,East,United States,Won,1,2017-06-20,2017-08-09,3393,2818.38,6290.0,23.0,0,7.944272281603784,8.74687531957003,Jun,Q2,2017
3AIA6RL3,Jonathan Berthelot,Melvin Marxen,Hottechi,GTX Plus Basic,GTX,Technology,Central,Korea,Won,1,2017-06-20,2017-08-20,1096,8170.38,16499.0,20.0,0,9.008393084238966,9.711115659888671,Jun,Q2,2017
OXPNURPT,Kami Bicknell,Summer Sewald,Cheers,GTX Basic,GTX,Entertainment,West,United States,Lost,0,2017-06-20,2017-08-13,550,4269.9,6472.0,24.0,1,8.35957985684692,8.77539495854551,Jun,Q2,2017
9TRVSW35,Maureen Marcano,Summer Sewald,Condax,MG Special,MG,Medical,West,United States,Won,1,2017-06-20,2017-08-19,55,4.54,9.0,0.0,0,1.7119945007591924,2.302585092994046,Jun,Q2,2017
GTH3VIDW,Maureen Marcano,Summer Sewald,Fasehatice,MG Special,MG,Retail,West,United States,Won,1,2017-06-20,2017-06-23,55,4968.91,7523.0,27.0,0,8.511157010274799,8.925853190420922,Jun,Q2,2017
WFNKJ2LT,Maureen Marcano,Summer Sewald,Plusstrip,MG Special,MG,Entertainment,West,United States,Won,1,2017-06-20,2017-07-01,55,349.81,315.0,15.0,0,5.860244766363111,5.755742213586912,Jun,Q2,2017
P7GCDFU8,Reed Clapper,Rocco Neubert,Massive Dynamic,GTX Basic,GTX,Entertainment,East,United States,Won,1,2017-06-20,2017-09-14,550,665.06,1095.0,28.0,0,6.501379756572611,6.999422467507961,Jun,Q2,2017
O22J2QPD,Rosie Papadopoulos,Cara Losch,Donware,GTX Pro,GTX,Marketing,East,United States,Lost,0,2017-06-20,2017-08-15,4821,1197.44,2570.0,18.0,0,7.088775990043044,7.852050207265889,Jun,Q2,2017
ACOJBA02,Versie Hillebrand,Dustin Brinkmann,Finhigh,GTX Plus Pro,GTX,Finance,Central,United States,Won,1,2017-06-20,2017-07-01,5482,1102.43,1759.0,11.0,0,7.00617878915823,7.473069088032197,Jun,Q2,2017
2FGEGLVU,Vicki Laflamme,Celia Rouche,Doncon,MG Special,MG,Technology,West,United States,Lost,0,2017-06-20,2017-06-23,55,587.72,1501.0,7.0,0,6.377950688618344,7.31455283232408,Jun,Q2,2017
FQB53DQH,Vicki Laflamme,Celia Rouche,Blackzim,MG Special,MG,Retail,West,United States,Won,1,2017-06-20,2017-07-01,55,497.11,1588.0,8.0,0,6.210820936167614,7.370860166536716,Jun,Q2,2017
1C2V9RAO,Vicki Laflamme,Celia Rouche,Goodsilron,MG Advanced,MG,Marketing,West,United States,Won,1,2017-06-20,2017-09-13,3393,2952.73,5107.0,17.0,0,7.990824057424448,8.53856321715243,Jun,Q2,2017
MNTTYFR6,Violet Mclelland,Cara Losch,Initech,MG Special,MG,Telecommunications,East,United States,Lost,0,2017-06-20,2017-08-04,55,6395.05,20275.0,23.0,0,8.763435891309156,9.91719319959224,Jun,Q2,2017
7FN6LV2E,Violet Mclelland,Cara Losch,Sumace,GTX Basic,GTX,Retail,East,Romania,Won,1,2017-06-20,2017-09-12,550,167.89,493.0,17.0,0,5.12924761542983,6.202535517187923,Jun,Q2,2017
V8I2CE9V,Wilburn Farren,Cara Losch,Zotware,GTX Basic,GTX,Software,East,United States,Won,1,2017-06-20,2017-09-20,550,4478.47,13809.0,38.0,0,8.407260014839183,9.533148246403337,Jun,Q2,2017
1FXXXLJY,Zane Levy,Summer Sewald,Labdrill,GTX Basic,GTX,Medical,West,United States,Lost,0,2017-06-20,2017-09-25,550,2741.37,9226.0,32.0,0,7.916577789020406,9.129889247578555,Jun,Q2,2017
NYI5VMXK,Anna Snelling,Dustin Brinkmann,Codehow,MG Advanced,MG,Software,Central,United States,Won,1,2017-06-21,2017-09-06,3393,2714.9,2641.0,19.0,1,7.9068786691495045,7.879291485082271,Jun,Q2,2017
OJ1NQRDS,Cassey Cress,Rocco Neubert,The New York Inquirer,GTX Basic,GTX,Medical,East,United States,Lost,0,2017-06-21,2017-08-30,550,439.21,792.0,21.0,0,6.0872518857811775,6.675823221634848,Jun,Q2,2017
Z9W748SJ,Cassey Cress,Rocco Neubert,Iselectrics,MG Special,MG,Technology,East,United States,Won,1,2017-06-21,2017-07-03,55,527.11,1428.0,6.0,1,6.26930459534122,7.264730177929867,Jun,Q2,2017
LWX9V7HI,Cassey Cress,Rocco Neubert,Konex,MG Special,MG,Technology,East,United States,Won,1,2017-06-21,2017-09-15,55,7708.38,13756.0,37.0,0,8.950193048278516,9.529303064460995,Jun,Q2,2017
PAQOPSR0,Corliss Cosme,Cara Losch,Silis,GTX Basic,GTX,Medical,East,United States,Won,1,2017-06-21,2017-06-25,550,2818.38,6290.0,23.0,0,7.944272281603784,8.74687531957003,Jun,Q2,2017
AFQG21L7,Darcel Schlecht,Melvin Marxen,Funholding,GTX Pro,GTX,Finance,Central,United States,Lost,0,2017-06-21,2017-07-01,4821,2819.5,7227.0,26.0,1,7.944669453180031,8.885717651712119,Jun,Q2,2017
RQJKAR7E,Darcel Schlecht,Melvin Marxen,Isdom,GTX Pro,GTX,Medical,Central,United States,Lost,0,2017-06-21,2017-07-02,4821,3178.24,4540.0,15.0,0,8.064397453499982,8.420902531097951,Jun,Q2,2017
6BV9IARK,Darcel Schlecht,Melvin Marxen,Isdom,GTX Pro,GTX,Medical,Central,United States,Won,1,2017-06-21,2017-07-01,4821,3178.24,4540.0,15.0,0,8.064397453499982,8.420902531097951,Jun,Q2,2017
NTGU3NYS,Elease Gluck,Celia Rouche,Green-Plus,MG Special,MG,Services,West,United States,Won,1,2017-06-21,2017-09-30,55,692.19,1922.0,14.0,0,6.541304131886272,7.56164174558878,Jun,Q2,2017
3F5AAJZB,Garret Kinder,Cara Losch,Gekko & Co,GTX Pro,GTX,Retail,East,United States,Won,1,2017-06-21,2017-06-26,4821,2520.83,3502.0,27.0,0,7.832740107432939,8.161375023197486,Jun,Q2,2017
RJH0CL3Z,Gladys Colclough,Melvin Marxen,Hottechi,MG Special,MG,Technology,Central,Korea,Lost,0,2017-06-21,2017-07-02,55,8170.38,16499.0,20.0,0,9.008393084238966,9.711115659888671,Jun,Q2,2017
EK0KWGQX,Gladys Colclough,Melvin Marxen,Dontechi,MG Advanced,MG,Software,Central,United States,Won,1,2017-06-21,2017-08-27,3393,4618.0,10083.0,35.0,0,8.437933510430605,9.218705288307811,Jun,Q2,2017
K33NPCAY,Kami Bicknell,Summer Sewald,Fasehatice,MG Special,MG,Retail,West,United States,Won,1,2017-06-21,2017-08-11,55,4968.91,7523.0,27.0,0,8.511157010274799,8.925853190420922,Jun,Q2,2017
1LLRNE8G,Maureen Marcano,Summer Sewald,Kan-code,GTX Plus Basic,GTX,Software,West,United States,Won,1,2017-06-21,2017-09-22,1096,11698.03,34288.0,35.0,0,9.367261211366051,10.442579882010428,Jun,Q2,2017
EFWND7VS,Niesha Huffines,Melvin Marxen,Warephase,GTX Basic,GTX,Services,Central,United States,Won,1,2017-06-21,2017-09-30,550,2041.73,5276.0,20.0,0,7.622042427493597,8.571113033405668,Jun,Q2,2017
IR2D4ZG5,Rosie Papadopoulos,Cara Losch,Bioplex,GTX Plus Pro,GTX,Medical,East,United States,Won,1,2017-06-21,2017-06-27,5482,326.82,1016.0,26.0,0,5.792464677261214,6.92461239604856,Jun,Q2,2017
BYBZJBC9,Versie Hillebrand,Dustin Brinkmann,Warephase,MG Special,MG,Services,Central,United States,Lost,0,2017-06-21,2017-08-02,55,2041.73,5276.0,20.0,0,7.622042427493597,8.571113033405668,Jun,Q2,2017
BO8DSRV7,Vicki Laflamme,Celia Rouche,Xx-holding,GTX Plus Basic,GTX,Finance,West,United States,Won,1,2017-06-21,2017-09-23,1096,7537.24,20293.0,24.0,0,8.927744012004242,9.918080554839028,Jun,Q2,2017
LD1HNIUL,Vicki Laflamme,Celia Rouche,Scotfind,MG Advanced,MG,Software,West,United States,Won,1,2017-06-21,2017-06-23,3393,6354.87,16780.0,21.0,1,8.757134074332273,9.728002573001161,Jun,Q2,2017
RX39Z0P1,Zane Levy,Summer Sewald,Green-Plus,GTX Basic,GTX,Services,West,United States,Won,1,2017-06-21,2017-08-28,550,692.19,1922.0,14.0,0,6.541304131886272,7.56164174558878,Jun,Q2,2017
PFHUAJ47,Anna Snelling,Dustin Brinkmann,Gogozoom,MG Special,MG,Telecommunications,Central,United States,Lost,0,2017-06-22,2017-07-03,55,86.68,187.0,10.0,1,4.473693823199706,5.236441962829949,Jun,Q2,2017
CKJZ86N6,Anna Snelling,Dustin Brinkmann,Genco Pura Olive Oil Company,MG Advanced,MG,Retail,Central,Italy,Lost,0,2017-06-22,2017-08-11,3393,894.33,1635.0,10.0,0,6.797192365399952,7.400009517162692,Jun,Q2,2017
ASC1OWNE,Anna Snelling,Dustin Brinkmann,Stanredtax,GTX Plus Pro,GTX,Finance,Central,United States,Won,1,2017-06-22,2017-09-12,5482,1698.2,3798.0,30.0,0,7.43791283104762,8.242493153187626,Jun,Q2,2017
WCEPUBH5,Cecily Lampkin,Dustin Brinkmann,Hottechi,MG Advanced,MG,Technology,Central,Korea,Won,1,2017-06-22,2017-09-12,3393,8170.38,16499.0,20.0,0,9.008393084238966,9.711115659888671,Jun,Q2,2017
VMIMPP6H,Daniell Hammack,Rocco Neubert,Umbrella Corporation,GTX Plus Basic,GTX,Finance,East,United States,Won,1,2017-06-22,2017-09-11,1096,2022.14,5113.0,19.0,0,7.6124060389254975,8.539737155851132,Jun,Q2,2017
B0XO4WY7,Donn Cantrell,Rocco Neubert,Massive Dynamic,GTX Basic,GTX,Entertainment,East,United States,Won,1,2017-06-22,2017-07-02,550,665.06,1095.0,28.0,0,6.501379756572611,6.999422467507961,Jun,Q2,2017
VYPIKMKO,Jonathan Berthelot,Melvin Marxen,Toughzap,GTX Basic,GTX,Retail,Central,United States,Won,1,2017-06-22,2017-08-27,550,332.43,799.0,22.0,0,5.809432948272155,6.684611727667927,Jun,Q2,2017
VCD47XNB,Jonathan Berthelot,Melvin Marxen,Funholding,GTX Plus Basic,GTX,Finance,Central,United States,Won,1,2017-06-22,2017-06-26,1096,2819.5,7227.0,26.0,1,7.944669453180031,8.885717651712119,Jun,Q2,2017
8QH99OEZ,Jonathan Berthelot,Melvin Marxen,Inity,GTX Plus Basic,GTX,Marketing,Central,United States,Won,1,2017-06-22,2017-09-13,1096,2403.58,8801.0,31.0,0,7.785130531114553,9.082734247371036,Jun,Q2,2017
1DMERFNB,Kary Hendrixson,Summer Sewald,Y-corporation,GTX Basic,GTX,Employment,West,United States,Won,1,2017-06-22,2017-09-22,550,2871.35,9561.0,34.0,0,7.962885789038285,9.165552189186048,Jun,Q2,2017
FR8FT0ZX,Markita Hansen,Celia Rouche,Green-Plus,GTX Plus Pro,GTX,Services,West,United States,Won,1,2017-06-22,2017-09-04,5482,692.19,1922.0,14.0,0,6.541304131886272,7.56164174558878,Jun,Q2,2017
DG7LABPD,Marty Freudenburg,Melvin Marxen,Stanredtax,MG Advanced,MG,Finance,Central,United States,Won,1,2017-06-22,2017-09-28,3393,1698.2,3798.0,30.0,0,7.43791283104762,8.242493153187626,Jun,Q2,2017
ZMYUFTS9,Moses Frase,Dustin Brinkmann,Domzoom,MG Advanced,MG,Entertainment,Central,United States,Won,1,2017-06-22,2017-08-16,3393,217.87,551.0,19.0,0,5.3884779462559935,6.313548046277095,Jun,Q2,2017
P60EK5NN,Moses Frase,Dustin Brinkmann,Zumgoity,MG Advanced,MG,Medical,Central,United States,Won,1,2017-06-22,2017-09-21,3393,441.08,1210.0,33.0,0,6.091490861175107,7.099201743553092,Jun,Q2,2017
YRYMSUE3,Niesha Huffines,Melvin Marxen,Gogozoom,GTX Basic,GTX,Telecommunications,Central,United States,Won,1,2017-06-22,2017-07-03,550,86.68,187.0,10.0,1,4.473693823199706,5.236441962829949,Jun,Q2,2017
UZOTC90C,Reed Clapper,Rocco Neubert,Yearin,GTX Pro,GTX,Retail,East,United States,Won,1,2017-06-22,2017-06-30,4821,2261.05,3851.0,12.0,0,7.724026760764218,8.256347772918016,Jun,Q2,2017
5AAN00N1,Versie Hillebrand,Dustin Brinkmann,Domzoom,MG Special,MG,Entertainment,Central,United States,Lost,0,2017-06-22,2017-08-26,55,217.87,551.0,19.0,0,5.3884779462559935,6.313548046277095,Jun,Q2,2017
JFHKBG40,Versie Hillebrand,Dustin Brinkmann,Zumgoity,MG Advanced,MG,Medical,Central,United States,Won,1,2017-06-22,2017-07-01,3393,441.08,1210.0,33.0,0,6.091490861175107,7.099201743553092,Jun,Q2,2017
RJD0D0GD,Zane Levy,Summer Sewald,Zoomit,GTX Pro,GTX,Entertainment,West,United States,Won,1,2017-06-22,2017-09-06,4821,324.19,978.0,25.0,0,5.7844096268933525,6.88653164253051,Jun,Q2,2017
L9IXFTIL,Boris Faz,Rocco Neubert,Gekko & Co,GTX Pro,GTX,Retail,East,United States,Won,1,2017-06-23,2017-09-21,4821,2520.83,3502.0,27.0,0,7.832740107432939,8.161375023197486,Jun,Q2,2017
HPBCTTV3,Cecily Lampkin,Dustin Brinkmann,Rangreen,MG Advanced,MG,Technology,Central,Panama,Lost,0,2017-06-23,2017-07-04,3393,2938.67,8775.0,30.0,0,7.9860526091348385,9.079776001955066,Jun,Q2,2017
48FB5MD2,Cecily Lampkin,Dustin Brinkmann,Treequote,MG Special,MG,Telecommunications,Central,United States,Won,1,2017-06-23,2017-07-05,55,5266.09,8595.0,29.0,1,8.569233306863506,9.059052257762401,Jun,Q2,2017
EJZM1INM,Corliss Cosme,Cara Losch,Vehement Capital Partners,GTX Basic,GTX,Finance,East,United States,Lost,0,2017-06-23,2017-07-03,550,646.1,883.0,24.0,1,6.47250084206322,6.784457062637643,Jun,Q2,2017
FKNT3I12,Corliss Cosme,Cara Losch,Acme Corporation,GTX Pro,GTX,Technology,East,United States,Lost,0,2017-06-23,2017-07-01,4821,1100.04,2822.0,21.0,0,7.004010466671277,7.945555428253489,Jun,Q2,2017
BLY5FD3N,Corliss Cosme,Cara Losch,Iselectrics,GTX Plus Pro,GTX,Technology,East,United States,Won,1,2017-06-23,2017-07-01,5482,527.11,1428.0,6.0,1,6.26930459534122,7.264730177929867,Jun,Q2,2017
LXLU6LFC,Daniell Hammack,Rocco Neubert,Kinnamplus,MG Advanced,MG,Retail,East,United States,Lost,0,2017-06-23,2017-08-30,3393,702.72,1831.0,13.0,0,6.556380549770846,7.513163545234075,Jun,Q2,2017
A60QAIT3,Daniell Hammack,Rocco Neubert,Kan-code,GTX Plus Basic,GTX,Software,East,United States,Won,1,2017-06-23,2017-09-28,1096,11698.03,34288.0,35.0,0,9.367261211366051,10.442579882010428,Jun,Q2,2017
RQ3BV2I5,Daniell Hammack,Rocco Neubert,Mathtouch,GTX Pro,GTX,Marketing,East,Jordan,Won,1,2017-06-23,2017-09-27,4821,3027.46,9516.0,33.0,0,8.015809518475102,9.160834952072344,Jun,Q2,2017
W8CSV90F,Darcel Schlecht,Melvin Marxen,Treequote,GTX Pro,GTX,Telecommunications,Central,United States,Lost,0,2017-06-23,2017-08-23,4821,5266.09,8595.0,29.0,1,8.569233306863506,9.059052257762401,Jun,Q2,2017
0W6S0ODT,Gladys Colclough,Melvin Marxen,Conecom,MG Special,MG,Technology,Central,United States,Won,1,2017-06-23,2017-07-03,55,1520.66,1806.0,12.0,0,7.3275571231903545,7.499423290592229,Jun,Q2,2017
408AHOYL,Hayden Neloms,Celia Rouche,Singletechno,MG Advanced,MG,Retail,West,United States,Lost,0,2017-06-23,2017-07-03,3393,2214.94,5374.0,21.0,0,7.703431971688343,8.589513852995864,Jun,Q2,2017
557JX4BM,Hayden Neloms,Celia Rouche,Plusstrip,GTX Plus Basic,GTX,Entertainment,West,United States,Won,1,2017-06-23,2017-09-12,1096,349.81,315.0,15.0,0,5.860244766363111,5.755742213586912,Jun,Q2,2017
QPZFP9WT,Kary Hendrixson,Summer Sewald,Labdrill,GTX Pro,GTX,Medical,West,United States,Lost,0,2017-06-23,2017-07-04,4821,2741.37,9226.0,32.0,0,7.916577789020406,9.129889247578555,Jun,Q2,2017
L5T284M7,Lajuana Vencill,Dustin Brinkmann,Condax,MG Advanced,MG,Medical,Central,United States,Lost,0,2017-06-23,2017-07-03,3393,4.54,9.0,0.0,0,1.7119945007591924,2.302585092994046,Jun,Q2,2017
G17TENJ4,Marty Freudenburg,Melvin Marxen,Konmatfix,MG Advanced,MG,Marketing,Central,United States,Lost,0,2017-06-23,2017-09-22,3393,375.43,1190.0,32.0,0,5.930732106979362,7.0825485693553,Jun,Q2,2017
VRSTX620,Niesha Huffines,Melvin Marxen,Condax,GTX Plus Basic,GTX,Medical,Central,United States,Won,1,2017-06-23,2017-07-02,1096,4.54,9.0,0.0,0,1.7119945007591924,2.302585092994046,Jun,Q2,2017
Y9VWZ93C,Reed Clapper,Rocco Neubert,Silis,GTX Basic,GTX,Medical,East,United States,Lost,0,2017-06-23,2017-07-01,550,2818.38,6290.0,23.0,0,7.944272281603784,8.74687531957003,Jun,Q2,2017
Y6IIUECA,Reed Clapper,Rocco Neubert,Donquadtech,GTX Plus Basic,GTX,Technology,East,United States,Won,1,2017-06-23,2017-07-04,1096,1712.68,3194.0,25.0,1,7.446398383944561,8.069342366811636,Jun,Q2,2017
LXWQDEU3,Reed Clapper,Rocco Neubert,Ganjaflex,GTX Pro,GTX,Retail,East,Japan,Won,1,2017-06-23,2017-09-18,4821,5158.71,17479.0,22.0,0,8.548635655345855,9.768812649209526,Jun,Q2,2017
P1E4KWF7,Rosie Papadopoulos,Cara Losch,Konex,MG Special,MG,Technology,East,United States,Won,1,2017-06-23,2017-07-01,55,7708.38,13756.0,37.0,0,8.950193048278516,9.529303064460995,Jun,Q2,2017
BN84DD6H,Versie Hillebrand,Dustin Brinkmann,Finhigh,MG Special,MG,Finance,Central,United States,Lost,0,2017-06-23,2017-07-05,55,1102.43,1759.0,11.0,0,7.00617878915823,7.473069088032197,Jun,Q2,2017
R8MZ10BW,Versie Hillebrand,Dustin Brinkmann,Ron-tech,MG Special,MG,Medical,Central,United States,Won,1,2017-06-23,2017-09-29,55,3922.42,6837.0,25.0,0,8.274719001401705,8.830250570199247,Jun,Q2,2017
PI8RROK0,Versie Hillebrand,Dustin Brinkmann,Stanredtax,MG Advanced,MG,Finance,Central,United States,Won,1,2017-06-23,2017-09-21,3393,1698.2,3798.0,30.0,0,7.43791283104762,8.242493153187626,Jun,Q2,2017
